,Region,Year,Gender,Death Rate,Cause of Death,Population,Total Deaths,Life Expectancy,Age Range
5417,Tamil Nadu,2010,Male,5,Infect,69632449,348162,76.8,19-35
5418,Karnataka,2007,Female,5.8,Cardio,61888414,358995,72.8,0-18
5419,Karnataka,2001,Male,7.74,Stroke,55934999,432694,69.9,66+
5420,Kerala,2003,Male,5.6,Cardio,36275180,203009,77.5,36-50
5421,Tamil Nadu,2011,Male,5,Cardio,70676936,353384,77.2,19-35
5422,Kerala,2005,Female,5,Cardio,37151008,185755,77.8,51-65
5423,Bihar,2006,Male,9.86,Diabetes,91158120,898893,62.9,36-50
5424,Tamil Nadu,2007,Male,5,Resp,66590694,332953,77.7,0-18
5425,Karnataka,2006,Male,6.39,Cardio,60853898,389058,72.4,51-65
5426,Bihar,2007,Female,8.95,Infect,93163599,833858,64.1,0-18
5427,Maharashtra,2012,Male,5,Accident,61936026,309680,74.9,51-65
5428,Bihar,2000,Female,10.89,Resp,80000000,871334,62,0-18
5429,Uttar Pradesh,2015,Female,6.2,Resp,217244724,1346795,67.9,36-50
5430,Karnataka,2003,Male,5.84,Accident,57852955,338065,70.4,0-18
5431,Maharashtra,2008,Male,5.17,Cardio,57670302,297981,71.1,0-18
5432,Gujarat,2008,Female,6.45,Cardio,82016156,528662,70.9,36-50
5433,Gujarat,2002,Male,7.9,Cardio,72828000,575301,68.8,51-65
5434,West Bengal,2002,Male,6.69,Resp,92903040,621958,68.3,51-65
5435,Maharashtra,2001,Female,7.09,Cardio,50900000,360836,71.5,36-50
5436,Rajasthan,2002,Female,8.41,Resp,67493464,567596,66.6,51-65
5437,West Bengal,2001,Male,8.02,Accident,91440000,733644,67.1,51-65
5438,Gujarat,2002,Female,7.6,Cancer,72828000,553613,66.7,0-18
5439,Rajasthan,2011,Male,6.56,Accident,79952008,524363,70.6,66+
5440,Tamil Nadu,2012,Male,5,Cardio,71737090,358685,76.4,19-35
5441,Andhra Pradesh,2003,Male,7.43,Accident,46916583,348442,71.8,36-50
5442,Karnataka,2003,Male,5.31,Accident,57852955,306957,73.2,19-35
5443,Kerala,2004,Female,5,Resp,36710482,183552,78.6,19-35
5444,Karnataka,2004,Female,6.7,Cardio,58836455,394309,70.6,36-50
5445,Andhra Pradesh,2007,Male,5,Accident,49599602,247998,71.9,36-50
5446,Rajasthan,2005,Female,7.2,Accident,71414150,513973,66.9,51-65
5447,Andhra Pradesh,2011,Male,5.41,Stroke,52436056,283659,72.9,19-35
5448,Rajasthan,2008,Male,6.57,Cancer,75562588,496520,68.3,36-50
5449,Tamil Nadu,2009,Male,5,Cancer,68603398,343016,76.5,36-50
5450,Maharashtra,2012,Male,5,Cardio,61936026,309680,73.6,0-18
5451,Uttar Pradesh,2015,Female,7.16,Cardio,217244724,1556360,69,51-65
5452,Tamil Nadu,2015,Female,5,Resp,75013923,375069,79,0-18
5453,Tamil Nadu,2010,Male,5.68,Resp,69632449,395809,76.4,36-50
5454,West Bengal,2003,Female,7.44,Resp,94389488,702673,67.2,36-50
5455,Rajasthan,2015,Male,5.6,Cardio,86203741,482546,72.2,0-18
5456,Tamil Nadu,2011,Female,5,Cardio,70676936,353384,77.4,36-50
5457,Maharashtra,2002,Male,7.04,Accident,51816200,364684,70.4,36-50
5458,Kerala,2004,Female,5,Cardio,36710482,183552,78.6,0-18
5459,Karnataka,2006,Female,5.91,Cardio,60853898,359802,71.8,0-18
5460,Tamil Nadu,2003,Female,5.68,Accident,62740702,356510,75.2,36-50
5461,West Bengal,2011,Female,5.55,Diabetes,107170016,594507,71.2,19-35
5462,Gujarat,2002,Female,8.04,Cardio,72828000,585561,67.7,19-35
5463,West Bengal,2015,Male,5,Infect,114195273,570976,72.3,19-35
5464,Tamil Nadu,2014,Male,5,Accident,73905343,369526,77.3,51-65
5465,West Bengal,2014,Female,5,Accident,112396922,561984,69.8,51-65
5466,Gujarat,2006,Male,6.56,Cardio,78831369,517156,68.5,19-35
5467,Bihar,2015,Female,7.8,Cardio,110880052,865362,66.2,19-35
5468,Kerala,2005,Male,5,Accident,37151008,185755,77.4,0-18
5469,Uttar Pradesh,2000,Male,9.94,Accident,150000000,1491294,64,36-50
5470,West Bengal,2010,Female,6.26,Cardio,105482299,660298,70,19-35
5471,West Bengal,2010,Female,5.42,Diabetes,105482299,572069,70.2,36-50
5472,Uttar Pradesh,2012,Female,6.74,Stroke,201733323,1359130,66.8,19-35
5473,Uttar Pradesh,2008,Male,8.16,Infect,182760434,1490650,66.5,51-65
5474,Kerala,2011,Male,5,Accident,39907422,199537,80,51-65
5475,Maharashtra,2003,Female,7.17,Cardio,52748891,378148,70.6,0-18
5476,Bihar,2004,Female,10.64,Diabetes,87275746,928684,62.8,0-18
5477,Gujarat,2007,Male,6.48,Accident,80407996,520893,69.6,0-18
5478,Rajasthan,2010,Male,7.38,Stroke,78461245,579026,71.1,36-50
5479,Bihar,2014,Female,7.86,Resp,108493202,852222,65.8,36-50
5480,Maharashtra,2001,Female,6.43,Accident,50900000,327460,69.9,36-50
5481,Gujarat,2001,Male,7.35,Cancer,71400000,524767,67.6,19-35
5482,Karnataka,2009,Male,6.14,Cardio,64010506,392850,73.8,36-50
5483,Uttar Pradesh,2014,Female,7,Cardio,211946073,1483863,69.5,19-35
5484,Kerala,2014,Female,5,Stroke,41361398,206806,80,19-35
5485,Maharashtra,2010,Male,5.72,Cancer,59765118,341741,74.1,19-35
5486,West Bengal,2003,Female,7.32,Infect,94389488,691350,67.1,36-50
5487,Karnataka,2002,Male,7.01,Diabetes,56885894,399021,71.1,36-50
5488,West Bengal,2015,Female,5,Accident,114195273,570976,71.9,36-50
5489,Rajasthan,2010,Female,7.1,Infect,78461245,557015,69.9,36-50
5490,Maharashtra,2009,Female,5,Resp,58708367,293541,73.5,51-65
5491,Karnataka,2015,Male,5,Cardio,70823434,354117,75.3,51-65
5492,Karnataka,2002,Female,7.42,Cardio,56885894,421967,71.1,19-35
5493,Gujarat,2005,Female,6.65,Accident,77285656,513800,69.1,0-18
5494,Kerala,2008,Female,5,Cancer,38504558,192522,78.7,19-35
5495,West Bengal,2002,Female,7.88,Infect,92903040,732448,68.5,66+
5496,Kerala,2010,Male,5,Infect,39434212,197171,79.7,19-35
5497,Rajasthan,2005,Male,7.4,Cancer,71414150,528450,67.9,19-35
5498,Uttar Pradesh,2006,Female,8.11,Cardio,173954012,1410932,64.6,51-65
5499,Bihar,2008,Male,8.51,Accident,95213198,809855,64.2,19-35
5500,Bihar,2011,Male,8.58,Cardio,101636532,872255,66.2,19-35
5501,Andhra Pradesh,2011,Female,5,Infect,52436056,262180,73.4,66+
5502,Andhra Pradesh,2006,Male,6.49,Cancer,48914795,317293,71.7,51-65
5503,Karnataka,2009,Male,5,Cardio,64010506,320052,73.5,36-50
5504,Kerala,2009,Male,5,Stroke,38966612,194833,78.6,19-35
5505,Uttar Pradesh,2002,Female,9.2,Accident,157593750,1449982,64.5,36-50
5506,West Bengal,2004,Male,7.24,Accident,95899720,694305,66.9,51-65
5507,Bihar,2013,Female,7.59,Cardio,106157732,805235,65.9,51-65
5508,Maharashtra,2012,Female,5.14,Infect,61936026,318161,74,36-50
5509,Bihar,2007,Male,9.3,Cardio,93163599,865986,63.3,0-18
5510,Karnataka,2005,Female,5.5,Cardio,59836675,328927,73,51-65
5511,Andhra Pradesh,2001,Male,7.25,Cancer,45630000,330645,71,19-35
5512,Uttar Pradesh,2002,Female,9.53,Stroke,157593750,1501265,63.3,0-18
5513,West Bengal,2011,Female,5.59,Resp,107170016,598645,70,66+
5514,Andhra Pradesh,2001,Male,6.07,Cardio,45630000,277017,69.8,19-35
5515,Maharashtra,2011,Male,5.17,Resp,60840890,314619,72.4,51-65
5516,Maharashtra,2007,Female,5.73,Resp,56650591,324410,73.5,0-18
5517,Maharashtra,2011,Male,5.05,Resp,60840890,307431,74.7,51-65
5518,Karnataka,2000,Male,6.28,Cardio,55000000,345250,71.4,0-18
5519,Bihar,2014,Female,7.7,Cancer,108493202,835911,65.8,36-50
5520,Kerala,2012,Female,5,Cardio,40386311,201931,80,0-18
5521,Gujarat,2011,Male,6.85,Cardio,87036201,595982,71.9,36-50
5522,Rajasthan,2001,Male,8.23,Cardio,66234999,545090,65.5,0-18
5523,Tamil Nadu,2014,Male,5,Infect,73905343,369526,78.4,51-65
5524,Bihar,2001,Female,10.76,Resp,81760000,879701,63.1,19-35
5525,Gujarat,2011,Male,5.19,Cardio,87036201,452037,72.8,0-18
5526,Kerala,2013,Male,5,Diabetes,40870947,204354,79,51-65
5527,Kerala,2014,Female,5,Infect,41361398,206806,80,36-50
5528,Gujarat,2004,Male,7.82,Accident,75770251,592802,69.8,0-18
5529,Gujarat,2003,Male,7.24,Accident,74284560,537893,67.4,51-65
5530,Andhra Pradesh,2015,Female,5,Infect,55434717,277173,73.4,19-35
5531,Gujarat,2010,Male,5.05,Diabetes,85329609,431214,71.7,51-65
5532,Uttar Pradesh,2011,Male,7.63,Accident,196812998,1501897,68.5,19-35
5533,Maharashtra,2006,Male,6.18,Accident,55648911,344145,70.7,19-35
5534,Gujarat,2009,Female,6.14,Infect,83656479,513682,71.1,51-65
5535,Gujarat,2000,Male,7.91,Infect,70000000,553436,70.2,0-18
5536,Gujarat,2000,Male,7.84,Infect,70000000,548526,67.4,19-35
5537,Andhra Pradesh,2003,Female,7.29,Accident,46916583,341818,70.9,19-35
5538,Bihar,2000,Male,10.58,Resp,80000000,846720,63.3,66+
5539,Rajasthan,2001,Male,7.19,Cardio,66234999,476234,66.8,36-50
5540,Kerala,2005,Male,5,Accident,37151008,185755,79.1,36-50
5541,Gujarat,2005,Male,6.28,Accident,77285656,485188,68.9,36-50
5542,Maharashtra,2005,Female,6.7,Accident,54664942,366192,71.6,36-50
5543,Rajasthan,2004,Female,7.68,Cancer,70082581,538178,66.6,51-65
5544,Tamil Nadu,2000,Male,5.63,Accident,60000000,337822,74.8,36-50
5545,Bihar,2003,Male,10.84,Accident,85397011,925782,62.3,36-50
5546,Rajasthan,2009,Female,6.32,Resp,76998278,486792,68.8,19-35
5547,Rajasthan,2011,Female,6.66,Infect,79952008,532402,69.5,19-35
5548,Uttar Pradesh,2002,Male,8.58,Infect,157593750,1352562,65.2,51-65
5549,Gujarat,2011,Female,5.58,Accident,87036201,485497,70,19-35
5550,Andhra Pradesh,2009,Male,5.06,Infect,50998113,258043,71.5,36-50
5551,Gujarat,2009,Female,5.8,Infect,83656479,484901,70.7,51-65
5552,Gujarat,2010,Female,5.38,Resp,85329609,459373,71.3,0-18
5553,Karnataka,2000,Female,7.25,Infect,55000000,398872,69.7,19-35
5554,Uttar Pradesh,2005,Male,8.57,Infect,169711231,1453702,65.5,19-35
5555,Gujarat,2014,Male,5.04,Diabetes,92363513,465330,70.5,51-65
5556,West Bengal,2003,Male,7.33,Infect,94389488,691420,70.1,19-35
5557,Karnataka,2009,Female,5.55,Stroke,64010506,355506,75,51-65
5558,Bihar,2002,Male,10.64,Cancer,83558720,888756,60.7,36-50
5559,West Bengal,2010,Male,6.05,Accident,105482299,637816,70.4,36-50
5560,Kerala,2001,Male,5.46,Accident,35420000,193338,77.9,19-35
5561,Gujarat,2011,Female,5.31,Cardio,87036201,462150,71.3,51-65
5562,Kerala,2006,Female,5,Accident,37596820,187984,77.4,51-65
5563,West Bengal,2002,Male,7.41,Cardio,92903040,688778,68.4,19-35
5564,West Bengal,2010,Male,5.87,Accident,105482299,618891,68.6,51-65
5565,Maharashtra,2003,Female,7.08,Accident,52748891,373238,71.1,36-50
5566,Gujarat,2002,Male,7.12,Accident,72828000,518578,69.3,66+
5567,Uttar Pradesh,2008,Female,7.79,Infect,182760434,1423550,66.2,66+
5568,Gujarat,2012,Male,5.53,Accident,88776925,491220,71.2,19-35
5569,Tamil Nadu,2007,Female,5,Infect,66590694,332953,76.8,36-50
5570,Tamil Nadu,2000,Male,6.77,Infect,60000000,406171,73.5,36-50
5571,Uttar Pradesh,2003,Male,8.44,Cardio,161533593,1362977,66.4,66+
5572,Andhra Pradesh,2006,Male,6.34,Cardio,48914795,309887,71.6,66+
5573,Andhra Pradesh,2000,Female,7.48,Cardio,45000000,336608,70.2,0-18
5574,Gujarat,2000,Male,8.36,Stroke,70000000,585268,67.1,36-50
5575,Rajasthan,2006,Male,7.24,Cardio,72771019,526781,68,19-35
5576,Andhra Pradesh,2011,Female,5.53,Cardio,52436056,289831,75.1,0-18
5577,Andhra Pradesh,2004,Female,6.1,Infect,47573415,290418,71.4,51-65
5578,Tamil Nadu,2001,Female,6.98,Cardio,60899999,425212,72.1,51-65
5579,Gujarat,2007,Female,6.16,Cardio,80407996,495456,69.2,51-65
5580,Bihar,2014,Female,7.54,Resp,108493202,817504,66.6,0-18
5581,West Bengal,2005,Female,6.72,Cancer,97434115,654379,69.8,36-50
5582,Gujarat,2006,Female,7.18,Accident,78831369,566031,69.8,36-50
5583,Uttar Pradesh,2000,Female,9.72,Accident,150000000,1457329,63.2,36-50
5584,Karnataka,2010,Male,5.47,Accident,65098685,355992,72.8,19-35
5585,Uttar Pradesh,2002,Male,9.09,Resp,157593750,1431833,65.4,36-50
5586,Andhra Pradesh,2009,Male,5,Infect,50998113,254990,75.2,36-50
5587,Maharashtra,2003,Female,6.48,Cardio,52748891,341916,71.6,19-35
5588,Maharashtra,2015,Female,5,Cardio,65341135,326705,75.6,19-35
5589,Andhra Pradesh,2004,Male,6.55,Infect,47573415,311452,72.6,51-65
5590,Karnataka,2012,Female,5,Cardio,67330854,336654,74.5,66+
5591,Uttar Pradesh,2015,Male,6.53,Infect,217244724,1419397,68.7,0-18
5592,Uttar Pradesh,2009,Female,7.38,Resp,187329445,1382101,67.5,36-50
5593,Uttar Pradesh,2005,Female,8.18,Resp,169711231,1388581,65.4,51-65
5594,Maharashtra,2015,Female,5,Infect,65341135,326705,73.8,51-65
5595,Rajasthan,2000,Female,9.53,Infect,65000000,619409,65.2,51-65
5596,Tamil Nadu,2004,Female,5.97,Cancer,63681813,380467,75.8,51-65
5597,Gujarat,2008,Female,5.75,Cardio,82016156,471231,71.5,19-35
5598,Gujarat,2001,Male,7.86,Accident,71400000,560886,70.2,19-35
5599,Karnataka,2012,Male,5,Stroke,67330854,336654,73.3,51-65
5600,Kerala,2003,Female,5.53,Diabetes,36275180,200471,77.9,19-35
5601,Maharashtra,2002,Male,6.26,Infect,51816200,324490,69.8,0-18
5602,Uttar Pradesh,2013,Male,6.82,Cardio,206776656,1411009,67.9,66+
5603,Maharashtra,2014,Female,5,Cardio,64185790,320928,74.6,19-35
5604,Karnataka,2013,Male,5,Accident,68475478,342377,74.5,36-50
5605,West Bengal,2009,Female,6.94,Accident,103821160,720790,69.6,19-35
5606,Tamil Nadu,2000,Male,6.19,Stroke,60000000,371141,74.2,19-35
5607,Tamil Nadu,2010,Female,5,Accident,69632449,348162,77.8,36-50
5608,Karnataka,2004,Female,6.01,Cardio,58836455,353463,73,19-35
5609,Kerala,2009,Male,5,Accident,38966612,194833,80,66+
5610,Uttar Pradesh,2001,Female,9.9,Cardio,153750000,1521573,64,19-35
5611,West Bengal,2006,Female,6.67,Cancer,98993061,660759,68.5,36-50
5612,Tamil Nadu,2007,Male,5.83,Cardio,66590694,388229,76.8,19-35
5613,Uttar Pradesh,2007,Male,7.65,Infect,178302863,1363905,64.2,36-50
5614,Bihar,2008,Female,9.22,Cancer,95213198,877440,64.3,19-35
5615,Andhra Pradesh,2000,Male,6.99,Infect,45000000,314352,68.9,66+
5616,Karnataka,2007,Male,5.91,Resp,61888414,365710,74,19-35
5617,Maharashtra,2012,Female,5,Cardio,61936026,309680,72.4,36-50
5618,Uttar Pradesh,2008,Male,8.24,Infect,182760434,1505646,64.6,19-35
5619,Gujarat,2006,Male,7.04,Resp,78831369,555093,68.3,19-35
5620,Maharashtra,2002,Female,7.77,Infect,51816200,402680,71.3,19-35
5621,West Bengal,2002,Female,7.51,Stroke,92903040,697593,67.5,0-18
5622,Maharashtra,2006,Female,6.45,Cardio,55648911,358920,71.2,0-18
5623,West Bengal,2006,Female,7.6,Stroke,98993061,752524,68.5,0-18
5624,Tamil Nadu,2008,Male,5,Resp,67589555,337947,74.4,19-35
5625,Bihar,2013,Male,7.84,Accident,106157732,832491,66.9,66+
5626,Bihar,2010,Male,9.19,Infect,99448662,913675,62.3,36-50
5627,West Bengal,2008,Female,6.39,Resp,102186182,653214,68.7,51-65
5628,Kerala,2009,Male,5,Cardio,38966612,194833,79,0-18
5629,Gujarat,2012,Female,6.14,Accident,88776925,544767,70.9,19-35
5630,West Bengal,2006,Female,6.17,Cardio,98993061,610816,69.8,66+
5631,Tamil Nadu,2004,Female,6.53,Resp,63681813,416038,74.3,66+
5632,Kerala,2015,Female,5,Cardio,41857735,209288,80,19-35
5633,Rajasthan,2008,Male,6.61,Cancer,75562588,499714,69.2,36-50
5634,Tamil Nadu,2007,Female,5.3,Resp,66590694,353018,75.8,19-35
5635,Karnataka,2005,Female,5.56,Resp,59836675,332539,71.3,66+
5636,Maharashtra,2012,Male,5.27,Infect,61936026,326428,74.1,36-50
5637,Uttar Pradesh,2006,Female,8.55,Infect,173954012,1487786,67.4,0-18
5638,West Bengal,2007,Female,6.37,Cardio,100576950,640191,68.6,19-35
5639,Rajasthan,2008,Male,6.25,Accident,75562588,471976,67,19-35
5640,Maharashtra,2011,Male,5,Resp,60840890,304204,74.2,19-35
5641,Kerala,2000,Male,5.83,Cancer,35000000,204112,76.3,0-18
5642,Maharashtra,2002,Male,6.95,Cardio,51816200,360248,71.3,66+
5643,Rajasthan,2012,Male,5.63,Cardio,81471097,458478,67.8,66+
5644,Andhra Pradesh,2002,Female,7.14,Resp,46268820,330173,70.5,19-35
5645,Karnataka,2007,Male,6.42,Stroke,61888414,397595,73,19-35
5646,Kerala,2009,Female,5,Diabetes,38966612,194833,80,0-18
5647,West Bengal,2011,Female,5,Infect,107170016,535850,69.8,19-35
5648,Andhra Pradesh,2006,Female,6.06,Cardio,48914795,296482,71.9,36-50
5649,Tamil Nadu,2002,Male,5.45,Infect,61813499,336576,73.1,36-50
5650,Bihar,2000,Female,10.34,Infect,80000000,827423,62.2,0-18
5651,West Bengal,2008,Female,5.92,Resp,102186182,604783,68.3,19-35
5652,Tamil Nadu,2010,Male,5,Cancer,69632449,348162,76.6,51-65
5653,Uttar Pradesh,2008,Male,8.6,Accident,182760434,1571130,64.7,51-65
5654,Bihar,2004,Male,9.27,Accident,87275746,809274,62.2,36-50
5655,Tamil Nadu,2009,Female,5,Cardio,68603398,343016,77.1,0-18
5656,West Bengal,2002,Male,6.82,Infect,92903040,633266,69.1,66+
5657,Karnataka,2012,Male,5,Resp,67330854,336654,73.3,36-50
5658,Rajasthan,2003,Female,8.36,Accident,68775840,575110,66.6,66+
5659,Andhra Pradesh,2011,Female,5.94,Cardio,52436056,311250,75.7,0-18
5660,Karnataka,2012,Female,5,Cardio,67330854,336654,75.9,19-35
5661,Andhra Pradesh,2012,Male,5,Infect,53170160,265850,74.3,66+
5662,West Bengal,2006,Male,6.98,Stroke,98993061,690591,69,19-35
5663,Tamil Nadu,2004,Female,6.57,Cardio,63681813,418165,76.2,19-35
5664,Gujarat,2009,Female,7.23,Accident,83656479,604593,70.1,19-35
5665,Bihar,2012,Female,8.53,Cancer,103872536,885826,64.5,51-65
5666,Kerala,2015,Male,5,Infect,41857735,209288,80,19-35
5667,Tamil Nadu,2009,Female,5.5,Infect,68603398,376987,74.7,51-65
5668,Rajasthan,2012,Male,6.18,Stroke,81471097,503378,71.6,0-18
5669,Rajasthan,2012,Female,5.25,Cancer,81471097,427646,69.7,66+
5670,Kerala,2009,Female,5,Diabetes,38966612,194833,80,0-18
5671,Uttar Pradesh,2014,Male,6.28,Accident,211946073,1331287,69.6,36-50
5672,Karnataka,2001,Male,6.9,Stroke,55934999,386093,72,36-50
5673,Kerala,2005,Female,5.07,Accident,37151008,188438,79,19-35
5674,Rajasthan,2003,Male,7.31,Infect,68775840,502601,67.1,19-35
5675,Andhra Pradesh,2000,Female,6.19,Infect,45000000,278562,69.5,36-50
5676,Kerala,2011,Female,5,Resp,39907422,199537,80,51-65
5677,Andhra Pradesh,2001,Male,7.08,Cardio,45630000,322961,70.2,0-18
5678,Kerala,2004,Female,5.53,Infect,36710482,202924,79.2,66+
5679,Kerala,2005,Male,5,Accident,37151008,185755,79.6,19-35
5680,Bihar,2012,Female,8.89,Stroke,103872536,923467,66.3,66+
5681,West Bengal,2001,Male,7.79,Stroke,91440000,712484,67.5,19-35
5682,Gujarat,2013,Male,5.93,Resp,90552464,536593,73.3,51-65
5683,West Bengal,2002,Female,6.93,Infect,92903040,643826,67,19-35
5684,Maharashtra,2015,Male,5,Accident,65341135,326705,74.6,19-35
5685,Kerala,2015,Female,5,Infect,41857735,209288,80,19-35
5686,Karnataka,2001,Female,7.21,Accident,55934999,403531,70.7,19-35
5687,West Bengal,2011,Male,5,Stroke,107170016,535850,70.4,36-50
5688,Tamil Nadu,2010,Male,5,Cancer,69632449,348162,77.5,66+
5689,Tamil Nadu,2010,Female,5,Cardio,69632449,348162,76.6,36-50
5690,Uttar Pradesh,2010,Female,7.81,Infect,192012681,1499328,65.6,36-50
5691,Bihar,2010,Male,9.27,Stroke,99448662,921786,65.6,36-50
5692,Bihar,2008,Male,9.03,Cardio,95213198,859347,65.5,0-18
5693,Karnataka,2010,Female,5.16,Accident,65098685,335989,73.8,0-18
5694,Karnataka,2015,Female,5,Accident,70823434,354117,74.6,19-35
5695,Karnataka,2011,Male,5,Cardio,66205363,331026,72.7,19-35
5696,Maharashtra,2000,Male,7.14,Cancer,50000000,356818,69.4,19-35
5697,Tamil Nadu,2015,Female,5,Resp,75013923,375069,78.6,0-18
5698,Karnataka,2008,Female,5,Cardio,62940518,314702,74.5,66+
5699,Gujarat,2015,Male,5.02,Cardio,94210783,473287,72.4,66+
5700,Bihar,2001,Female,10.11,Resp,81760000,826347,62,51-65
5701,Kerala,2014,Male,5,Cardio,41361398,206806,80,36-50
5702,Andhra Pradesh,2007,Female,5.85,Cancer,49599602,290096,73.3,66+
5703,Gujarat,2003,Female,7.68,Cancer,74284560,570808,67.1,36-50
5704,Andhra Pradesh,2002,Female,7.29,Cancer,46268820,337100,70.3,36-50
5705,Maharashtra,2012,Male,5,Resp,61936026,309680,73.9,36-50
5706,Maharashtra,2010,Male,5.55,Cardio,59765118,331791,73.9,51-65
5707,Tamil Nadu,2013,Male,5,Infect,72813146,364065,78.6,19-35
5708,Bihar,2004,Male,9.66,Stroke,87275746,842895,63,51-65
5709,Uttar Pradesh,2004,Male,9.04,Infect,165571933,1496459,65.2,51-65
5710,West Bengal,2008,Male,6.25,Cardio,102186182,638469,69.3,0-18
5711,West Bengal,2011,Female,5,Cancer,107170016,535850,69.8,0-18
5712,Maharashtra,2013,Female,5,Infect,63050875,315254,74.3,0-18
5713,Kerala,2001,Male,5.93,Accident,35420000,210147,77.2,0-18
5714,Bihar,2008,Female,9.39,Accident,95213198,893841,65.1,66+
5715,Maharashtra,2004,Male,5.17,Diabetes,53698371,277603,70.8,66+
5716,Uttar Pradesh,2001,Male,9.33,Cardio,153750000,1434521,63.1,0-18
5717,Kerala,2001,Female,5.33,Resp,35420000,188853,77,19-35
5718,Karnataka,2007,Male,5.61,Cancer,61888414,346952,71.6,36-50
5719,Tamil Nadu,2002,Male,6,Cancer,61813499,370985,74.3,19-35
5720,Andhra Pradesh,2014,Female,5,Accident,54669346,273346,73,51-65
5721,Karnataka,2004,Male,5.76,Resp,58836455,338738,72.8,0-18
5722,Tamil Nadu,2006,Female,5.44,Resp,65606595,356669,76.8,36-50
5723,Tamil Nadu,2007,Female,5.71,Resp,66590694,380293,75.8,0-18
5724,Gujarat,2006,Female,5.89,Accident,78831369,464592,70.4,19-35
5725,Kerala,2014,Female,5,Accident,41361398,206806,80,51-65
5726,Uttar Pradesh,2013,Female,6.56,Cardio,206776656,1355694,66.9,51-65
5727,Karnataka,2001,Male,7.23,Accident,55934999,404664,71.9,19-35
5728,Kerala,2013,Female,5,Resp,40870947,204354,80,19-35
5729,Andhra Pradesh,2008,Male,5,Accident,50293997,251469,73.8,66+
5730,Kerala,2004,Female,5.41,Resp,36710482,198561,78.9,51-65
5731,Kerala,2015,Female,5,Resp,41857735,209288,80,36-50
5732,Uttar Pradesh,2001,Male,8.99,Infect,153750000,1382037,64.2,51-65
5733,Rajasthan,2007,Male,7.25,Cardio,74153669,537788,67.8,19-35
5734,Andhra Pradesh,2002,Female,7.52,Accident,46268820,347982,71.7,66+
5735,West Bengal,2013,Female,5.82,Cardio,110626892,644078,71.2,51-65
5736,Uttar Pradesh,2005,Female,8.68,Cancer,169711231,1473333,66.2,19-35
5737,Gujarat,2004,Male,6.62,Infect,75770251,501764,68.1,0-18
5738,West Bengal,2009,Female,6.18,Cardio,103821160,641279,67.6,36-50
5739,West Bengal,2015,Female,5.14,Stroke,114195273,587282,70.9,66+
5740,Tamil Nadu,2012,Male,5,Cardio,71737090,358685,78.2,36-50
5741,Maharashtra,2009,Male,5.17,Cancer,58708367,303235,70.9,51-65
5742,Karnataka,2008,Female,6.02,Infect,62940518,378630,72.1,19-35
5743,Bihar,2000,Male,10.76,Cancer,80000000,861135,60,66+
5744,West Bengal,2002,Female,7.78,Cardio,92903040,722746,67.6,36-50
5745,Maharashtra,2003,Male,6.32,Diabetes,52748891,333345,71.3,19-35
5746,Karnataka,2000,Female,7.39,Infect,55000000,406445,68.8,19-35
